date,value,value_classification,price
2023-06-13,53,Neutral,252961.67559973232
2023-06-14,65,Greed,257301.5225380666
2023-06-15,66,Greed,264912.3789813449
2023-06-16,68,Greed,273275.0337201989
2023-06-17,66,Greed,283336.46982013417
2023-06-18,71,Greed,278172.1614017869
2023-06-19,74,Greed,273390.5699389865
2023-06-20,69,Greed,278390.96537271386
2023-06-21,69,Greed,272128.0342618219
2023-06-22,66,Greed,285055.8166347503
2023-06-23,65,Greed,279084.7550680977
2023-06-24,65,Greed,260414.0531372066
2023-06-25,69,Greed,262110.7417011013
2023-06-26,69,Greed,251770.2703088049
2023-06-27,66,Greed,238018.2618227248
2023-06-28,64,Greed,272171.38226837676
2023-06-29,59,Greed,265024.0587224122
2023-06-30,65,Greed,265861.3995128326
2023-07-01,64,Greed,277020.1321013688
2023-07-02,55,Neutral,262091.31475459924
2023-07-03,53,Neutral,269746.95415776933
2023-07-04,55,Neutral,267689.10735754686
2023-07-05,52,Neutral,258581.54245956097
2023-07-06,40,Fear,246068.89919190624
2023-07-07,39,Fear,243045.25416086675
2023-07-08,40,Fear,239025.8958235474
2023-07-09,38,Fear,247640.2761869967
2023-07-10,37,Fear,248905.83172983865
2023-07-11,42,Fear,253191.58573141674
2023-07-12,50,Neutral,261421.404707387
2023-07-13,48,Neutral,280762.79735564615
2023-07-14,47,Neutral,278266.17756597465
2023-07-15,47,Neutral,285602.9791180059
2023-07-16,45,Neutral,292595.8459960648
2023-07-17,48,Neutral,287075.11783830565
2023-07-18,40,Fear,285903.76127551566
2023-07-19,38,Fear,269392.2296986218
2023-07-20,38,Fear,289544.95790176693
2023-07-21,42,Fear,265827.222476111
2023-07-22,40,Fear,282102.8822397632
2023-07-23,37,Fear,282109.58863194945
2023-07-24,43,Fear,289564.1503823765
2023-07-25,44,Fear,279830.4450345901
2023-07-26,43,Fear,269185.43482936494
2023-07-27,45,Neutral,269864.3401607501
2023-07-28,42,Fear,261892.0208513227
2023-07-29,37,Fear,263648.1578778694
2023-07-30,31,Fear,258168.32847549205
2023-07-31,26,Fear,247062.26419324038
2023-08-01,29,Fear,257520.03171182578
2023-08-02,25,Fear,264043.37592894747
2023-08-03,30,Fear,260607.33215423962
2023-08-04,35,Fear,254578.1905000276
2023-08-05,41,Fear,269887.6380399554
2023-08-06,55,Neutral,293819.2237764537
2023-08-07,53,Neutral,277665.5079704244
2023-08-08,50,Neutral,271371.49291168
2023-08-09,47,Neutral,266308.49978284794
2023-08-10,39,Fear,252967.2488858669
2023-08-11,25,Fear,242757.36613496824
2023-08-12,29,Fear,267421.9828313926
2023-08-13,28,Fear,252941.4830010599
2023-08-14,29,Fear,249491.91305048057
2023-08-15,31,Fear,268617.5476375985
2023-08-16,31,Fear,269167.9431111641
2023-08-17,32,Fear,267777.0945701363
2023-08-18,39,Fear,267737.32137690776
2023-08-19,23,Extreme Fear,248885.0376642835
2023-08-20,29,Fear,249444.77820393845
2023-08-21,20,Extreme Fear,237331.41257978595
2023-08-22,15,Extreme Fear,236295.3781708738
2023-08-23,11,Extreme Fear,231447.39778341542
2023-08-24,15,Extreme Fear,252861.1728036604
2023-08-25,30,Fear,254225.27333949588
2023-08-26,31,Fear,272660.2961749763
2023-08-27,27,Fear,269669.6108712774
2023-08-28,37,Fear,265460.695255255
2023-08-29,47,Neutral,278592.01571297325
2023-08-30,50,Neutral,284016.37528391974
2023-08-31,42,Fear,272986.1969687239
2023-09-01,37,Fear,282822.99520568654
2023-09-02,43,Fear,282285.947387582
2023-09-03,45,Neutral,284512.89763043466
2023-09-04,48,Neutral,289717.8044096706
2023-09-05,39,Fear,286707.1943418806
2023-09-06,47,Neutral,313492.659208807
2023-09-07,56,Greed,338921.19896472135
2023-09-08,62,Greed,349571.1766942257
2023-09-09,63,Greed,344384.0076738796
2023-09-10,60,Greed,344951.42579382815
2023-09-11,63,Greed,328405.76947502187
2023-09-12,64,Greed,330595.05761000025
2023-09-13,67,Greed,335374.2333010698
2023-09-14,58,Greed,289782.40312749177
2023-09-15,41,Fear,270992.4289337971
2023-09-16,28,Fear,254667.86343414636
2023-09-17,28,Fear,233560.20391915645
2023-09-18,28,Fear,231725.1102642295
2023-09-19,27,Fear,230208.76444851642
2023-09-20,25,Fear,214534.86428223376
2023-09-21,24,Extreme Fear,210246.58300908207
2023-09-22,21,Extreme Fear,209693.894236805
2023-09-23,11,Extreme Fear,192909.99107708296
2023-09-24,6,Extreme Fear,183458.58148620784
2023-09-25,9,Extreme Fear,178504.02536949876
2023-09-26,3,Extreme Fear,158446.85530536147
2023-09-27,8,Extreme Fear,161133.34956757067
2023-09-28,0,Extreme Fear,154570.4089551638
2023-09-29,0,Extreme Fear,141084.78685844466
2023-09-30,6,Extreme Fear,138727.5477760126
2023-10-01,3,Extreme Fear,144425.72776728685
2023-10-02,0,Extreme Fear,142209.01927558845
2023-10-03,1,Extreme Fear,142427.25325826573
2023-10-04,6,Extreme Fear,143065.8024937134
2023-10-05,5,Extreme Fear,149941.480383176
2023-10-06,1,Extreme Fear,146776.6215473802
2023-10-07,3,Extreme Fear,152554.31414593433
2023-10-08,6,Extreme Fear,162335.9125672344
2023-10-09,5,Extreme Fear,155987.70175154452
2023-10-10,0,Extreme Fear,149832.6673906974
2023-10-11,8,Extreme Fear,144387.60698888902
2023-10-12,0,Extreme Fear,159820.97748972295
2023-10-13,4,Extreme Fear,155887.03477545045
2023-10-14,0,Extreme Fear,167894.02037725574
2023-10-15,2,Extreme Fear,166217.7702376457
2023-10-16,4,Extreme Fear,168917.27961164384
2023-10-17,6,Extreme Fear,165156.57360505543
2023-10-18,12,Extreme Fear,171796.25603645612
2023-10-19,11,Extreme Fear,168673.62926552628
2023-10-20,7,Extreme Fear,163877.59783922182
2023-10-21,15,Extreme Fear,175064.84265341162
2023-10-22,19,Extreme Fear,176813.2943072473
2023-10-23,28,Fear,182497.86644872534
2023-10-24,37,Fear,188998.19273679913
2023-10-25,34,Fear,192184.16765450098
2023-10-26,57,Greed,198509.00818422588
2023-10-27,60,Greed,207255.44220254087
2023-10-28,70,Greed,215090.5661089778
2023-10-29,64,Greed,220780.6599894127
2023-10-30,60,Greed,237244.2101543037
2023-10-31,68,Greed,241738.44802572246
2023-11-01,65,Greed,224990.24348621766
2023-11-02,60,Greed,236875.99275135022
2023-11-03,72,Greed,237869.24577034227
2023-11-04,71,Greed,229090.62694048078
2023-11-05,61,Greed,235046.45770054098
2023-11-06,61,Greed,241657.51179271075
2023-11-07,63,Greed,243760.7008921114
2023-11-08,68,Greed,242913.76756488814
2023-11-09,62,Greed,243679.20302877054
2023-11-10,61,Greed,250496.286886369
2023-11-11,62,Greed,270346.3007273266
2023-11-12,69,Greed,256933.81068611087
2023-11-13,72,Greed,244753.2255495478
2023-11-14,68,Greed,267436.7929879453
2023-11-15,67,Greed,259635.36939937275
2023-11-16,62,Greed,252464.50228246572
2023-11-17,67,Greed,258042.98555256048
2023-11-18,74,Greed,260437.09740063836
2023-11-19,71,Greed,263482.98868646263
2023-11-20,71,Greed,265350.9478661845
2023-11-21,63,Greed,282100.7497599187
2023-11-22,66,Greed,288034.0106347773
2023-11-23,65,Greed,296210.4875802146
2023-11-24,70,Greed,283210.15044494864
2023-11-25,69,Greed,283337.043517175
2023-11-26,69,Greed,271978.80558857974
2023-11-27,67,Greed,277363.188140376
2023-11-28,64,Greed,285174.54445184796
2023-11-29,65,Greed,298768.08133156283
2023-11-30,62,Greed,302310.5869812663
2023-12-01,70,Greed,298281.61670701124
2023-12-02,45,Neutral,221350.07233422456
2023-12-03,25,Fear,206475.9940163666
2023-12-04,20,Extreme Fear,202976.65379287585
2023-12-05,22,Extreme Fear,192421.49704434237
2023-12-06,21,Extreme Fear,197357.39096702475
2023-12-07,16,Extreme Fear,196781.66177752856
2023-12-08,19,Extreme Fear,193589.4626878731
2023-12-09,15,Extreme Fear,204610.7948524003
2023-12-10,12,Extreme Fear,206298.18973810275
2023-12-11,9,Extreme Fear,206337.7187490997
2023-12-12,18,Extreme Fear,232764.75321993724
2023-12-13,21,Extreme Fear,255859.6072936759
2023-12-14,23,Extreme Fear,250419.47061335077
2023-12-15,29,Fear,250171.3572513949
2023-12-16,36,Fear,262313.44170174643
2023-12-17,36,Fear,265847.0461394895
2023-12-18,33,Fear,262436.912486508
2023-12-19,32,Fear,258688.31679578748
2023-12-20,29,Fear,268112.8718910175
2023-12-21,28,Fear,278890.0772469915
2023-12-22,25,Fear,284379.7853812938
2023-12-23,25,Fear,289261.0738637243
2023-12-24,27,Fear,289662.85067322804
2023-12-25,31,Fear,277651.97372313705
2023-12-26,33,Fear,267950.1959742182
2023-12-27,27,Fear,267846.79684448324
2023-12-28,30,Fear,278331.6389173016
2023-12-29,20,Extreme Fear,280031.28960224026
2023-12-30,22,Extreme Fear,264982.33327564434
2023-12-31,17,Extreme Fear,257198.41462384834
2024-01-01,40,Fear,248420.723489061
2024-01-02,48,Neutral,239595.084884702
2024-01-03,48,Neutral,227630.97982837397
2024-01-04,58,Greed,246327.34480886604
2024-01-05,58,Greed,233559.3444061809
2024-01-06,60,Greed,237433.2832338178
2024-01-07,55,Neutral,239120.2217792417
2024-01-08,51,Neutral,226769.45688179598
2024-01-09,42,Fear,220803.5747730546
2024-01-10,45,Neutral,221213.4705013941
2024-01-11,40,Fear,224978.3432286657
2024-01-12,36,Fear,227794.32439830154
2024-01-13,35,Fear,231652.87924332006
2024-01-14,28,Fear,225643.7173954102
2024-01-15,27,Fear,231817.55725922517
2024-01-16,28,Fear,243185.29734574351
2024-01-17,30,Fear,243673.18415559028
2024-01-18,38,Fear,245625.42607802895
2024-01-19,30,Fear,259140.02701638674
2024-01-20,32,Fear,256509.3577725813
2024-01-21,30,Fear,263103.72344151285
2024-01-22,34,Fear,282294.4651194983
2024-01-23,32,Fear,266467.44829176186
2024-01-24,38,Fear,268311.1356497695
2024-01-25,46,Neutral,266378.1442242718
2024-01-26,45,Neutral,267529.8323789209
2024-01-27,43,Fear,268743.3914291653
2024-01-28,39,Fear,271427.5012636033
2024-01-29,34,Fear,263269.88406104845
2024-01-30,47,Neutral,275198.8496041722
2024-01-31,49,Neutral,260094.7667961602
2024-02-01,48,Neutral,266365.484774029
2024-02-02,45,Neutral,252834.0073547643
2024-02-03,44,Fear,284432.09480583284
2024-02-04,51,Neutral,276065.38225669414
2024-02-05,47,Neutral,261766.51166930867
2024-02-06,41,Fear,246611.22052190543
2024-02-07,46,Neutral,255774.03563527777
2024-02-08,58,Greed,267522.0770647469
2024-02-09,53,Neutral,257290.35869353524
2024-02-10,47,Neutral,263431.42510539136
2024-02-11,49,Neutral,262729.11305088113
2024-02-12,48,Neutral,271811.12376685586
2024-02-13,54,Neutral,266324.1269073479
2024-02-14,49,Neutral,256731.9612511111
2024-02-15,53,Neutral,282370.7507534554
2024-02-16,44,Fear,266240.4654513809
2024-02-17,41,Fear,272423.6522248864
2024-02-18,42,Fear,264532.95741639775
2024-02-19,38,Fear,258393.31865670742
2024-02-20,35,Fear,250127.02699645387
2024-02-21,29,Fear,241807.28442775612
2024-02-22,30,Fear,235907.9770161795
2024-02-23,15,Extreme Fear,226736.82766887738
2024-02-24,19,Extreme Fear,221992.54199512035
2024-02-25,19,Extreme Fear,207999.96415270006
2024-02-26,17,Extreme Fear,200251.2719228832
2024-02-27,9,Extreme Fear,196893.70861544495
2024-02-28,10,Extreme Fear,185981.26095311614
2024-02-29,8,Extreme Fear,185394.8719245068
2024-03-01,8,Extreme Fear,192069.97555851366
2024-03-02,13,Extreme Fear,203083.934005873
2024-03-03,21,Extreme Fear,201707.47749282586
2024-03-04,7,Extreme Fear,196176.61289195475
2024-03-05,26,Fear,211133.78735625002
2024-03-06,24,Extreme Fear,222986.6296166665
2024-03-07,19,Extreme Fear,207469.26632912864
2024-03-08,21,Extreme Fear,215193.14230687887
2024-03-09,23,Extreme Fear,220572.5154316721
2024-03-10,22,Extreme Fear,228300.95920411553
2024-03-11,17,Extreme Fear,226486.69335219724
2024-03-12,22,Extreme Fear,217755.31070512653
2024-03-13,10,Extreme Fear,188416.41393865095
2024-03-14,4,Extreme Fear,182308.45472924848
2024-03-15,10,Extreme Fear,224499.09860999856
2024-03-16,9,Extreme Fear,234252.72153306057
2024-03-17,14,Extreme Fear,223263.9397641593
2024-03-18,18,Extreme Fear,249673.67731851747
2024-03-19,20,Extreme Fear,255320.3469788913
2024-03-20,24,Extreme Fear,273850.8687280623
2024-03-21,32,Fear,272234.4506300382
2024-03-22,43,Fear,290117.52923663944
2024-03-23,48,Neutral,284567.69963732414
2024-03-24,44,Fear,265861.3460861177
2024-03-25,48,Neutral,261063.21798992628
2024-03-26,50,Neutral,266692.8050703027
2024-03-27,56,Greed,262818.10859671654
2024-03-28,55,Neutral,262168.73432295
2024-03-29,58,Greed,262183.4426111588
2024-03-30,57,Greed,280061.1994771012
2024-03-31,52,Neutral,256478.31593038535
2024-04-01,59,Greed,288387.1972000843
2024-04-02,60,Greed,299479.59532902157
2024-04-03,56,Greed,304377.1250782661
2024-04-04,55,Neutral,313759.2850284267
2024-04-05,53,Neutral,304075.7259286918
2024-04-06,53,Neutral,302919.4322308086
2024-04-07,52,Neutral,309378.9906732986
2024-04-08,62,Greed,296042.2539908894
2024-04-09,64,Greed,304047.8592731756
2024-04-10,63,Greed,320147.73702536366
2024-04-11,58,Greed,330791.87380395335
2024-04-12,53,Neutral,324546.19269389304
2024-04-13,57,Greed,326357.3925233988
2024-04-14,70,Greed,306393.3743793476
2024-04-15,63,Greed,291998.85134461214
2024-04-16,60,Greed,272938.7739141058
2024-04-17,48,Neutral,266889.0326735331
2024-04-18,37,Fear,261499.03036206932
2024-04-19,28,Fear,257914.019035002
2024-04-20,32,Fear,262465.8210595059
2024-04-21,30,Fear,266172.87690073723
2024-04-22,27,Fear,253424.22661694133
2024-04-23,31,Fear,262541.74466715014
2024-04-24,26,Fear,250125.8992108146
2024-04-25,32,Fear,256883.15243417048
2024-04-26,27,Fear,256495.54869255784
2024-04-27,32,Fear,277020.2851732397
2024-04-28,41,Fear,274134.01355833217
2024-04-29,42,Fear,302213.88586646743
2024-04-30,54,Neutral,329609.9283817439
2024-05-01,48,Neutral,307697.76146592293
2024-05-02,38,Fear,307513.01923623227
2024-05-03,30,Fear,269273.7761128396
2024-05-04,19,Extreme Fear,256910.5235388748
2024-05-05,15,Extreme Fear,260223.89380266576
2024-05-06,18,Extreme Fear,267856.18101255223
2024-05-07,22,Extreme Fear,272304.35848950676
2024-05-08,31,Fear,299163.02690206876
2024-05-09,29,Fear,295391.8036958161
2024-05-10,27,Fear,312729.24312099314
2024-05-11,27,Fear,313362.28841016925
2024-05-12,27,Fear,301385.24363754573
2024-05-13,19,Extreme Fear,283549.8233735669
2024-05-14,17,Extreme Fear,270808.7042114111
2024-05-15,27,Fear,287884.7312034835
2024-05-16,41,Fear,300598.8645882909
2024-05-17,43,Fear,290829.2683013197
2024-05-18,50,Neutral,307117.36283838877
2024-05-19,55,Neutral,313784.9603491811
2024-05-20,43,Fear,292146.3707923452
2024-05-21,35,Fear,287924.98301197006
2024-05-22,50,Neutral,288915.3378270024
2024-05-23,46,Neutral,297537.5322030029
2024-05-24,50,Neutral,308054.3304432297
2024-05-25,49,Neutral,300743.7447873076
2024-05-26,46,Neutral,277646.63286034
2024-05-27,42,Fear,287477.45139683265
2024-05-28,39,Fear,285476.30164762255
2024-05-29,42,Fear,354050.55831697746
2024-05-30,39,Fear,387602.75544138387
2024-05-31,45,Neutral,368987.5789962489
2024-06-01,37,Fear,347593.8694799776
2024-06-02,54,Neutral,417944.0828895077
2024-06-03,59,Greed,421216.04788688297
2024-06-04,58,Greed,418218.47331398574
2024-06-05,56,Greed,426888.2891792368
2024-06-06,61,Greed,444173.4626721498
2024-06-07,61,Greed,557313.51690547
2024-06-08,56,Greed,567782.6998758643
2024-06-09,63,Greed,566211.3572113719
2024-06-10,60,Greed,535358.2352160934
2024-06-11,59,Greed,516106.89541826164
2024-06-12,59,Greed,485948.3622523764
2024-06-13,49,Neutral,489918.43307667284
2024-06-14,47,Neutral,480631.58976217697
2024-06-15,50,Neutral,482914.4032885303
2024-06-16,55,Neutral,497962.7685993022
2024-06-17,58,Greed,507293.7637323068
2024-06-18,57,Greed,490294.69421043544
2024-06-19,56,Greed,491260.56760397676
2024-06-20,52,Neutral,523580.2317213884
2024-06-21,52,Neutral,524250.1606399529
2024-06-22,63,Greed,555906.9188333353
2024-06-23,49,Neutral,573092.8856924382
2024-06-24,58,Greed,588315.7967908245
2024-06-25,62,Greed,615544.6276096078
2024-06-26,54,Neutral,504830.7464326379
2024-06-27,57,Greed,519463.279152849
2024-06-28,56,Greed,558172.8114540771
2024-06-29,62,Greed,578409.6737846266
2024-06-30,48,Neutral,554116.8937640719
2024-07-01,55,Neutral,522046.5057673205
2024-07-02,47,Neutral,481224.192035331
2024-07-03,48,Neutral,507947.9008957016
2024-07-04,46,Neutral,514133.47315550724
2024-07-05,39,Fear,517600.30170324707
2024-07-06,43,Fear,495970.9170694031
2024-07-07,31,Fear,465862.7505481617
2024-07-08,19,Extreme Fear,475035.5212515795
2024-07-09,24,Extreme Fear,533464.7061951436
2024-07-10,34,Fear,561677.9304729478
2024-07-11,32,Fear,543678.2643484107
2024-07-12,47,Neutral,560868.5100105971
2024-07-13,40,Fear,542143.5875845242
2024-07-14,49,Neutral,555128.0334090351
2024-07-15,50,Neutral,555265.5908644183
2024-07-16,25,Fear,433398.9979870059
2024-07-17,17,Extreme Fear,415081.1314113344
2024-07-18,13,Extreme Fear,404836.4974444818
2024-07-19,7,Extreme Fear,380589.98947014235
2024-07-20,0,Extreme Fear,386386.56464368815
2024-07-21,2,Extreme Fear,374536.6179559155
2024-07-22,1,Extreme Fear,363593.26564556314
2024-07-23,0,Extreme Fear,376502.93877550744
2024-07-24,0,Extreme Fear,396486.73917377775
2024-07-25,0,Extreme Fear,386405.01872982533
2024-07-26,6,Extreme Fear,380462.4917950805
2024-07-27,7,Extreme Fear,375660.45988106675
2024-07-28,6,Extreme Fear,385861.9376395443
2024-07-29,5,Extreme Fear,371947.44368544244
2024-07-30,1,Extreme Fear,401712.4373960783
2024-07-31,10,Extreme Fear,407634.7450270977
2024-08-01,11,Extreme Fear,400899.58903451846
2024-08-02,13,Extreme Fear,414921.9712614565
2024-08-03,18,Extreme Fear,419881.3837159396
2024-08-04,20,Extreme Fear,415559.72327267594
2024-08-05,20,Extreme Fear,431959.0931499612
2024-08-06,31,Fear,456380.8617857586
2024-08-07,24,Extreme Fear,453429.94490477146
2024-08-08,20,Extreme Fear,461861.47423576633
2024-08-09,16,Extreme Fear,460585.5179369641
2024-08-10,12,Extreme Fear,474314.44418928726
2024-08-11,21,Extreme Fear,481792.12519923673
2024-08-12,19,Extreme Fear,474810.8974902295
2024-08-13,20,Extreme Fear,485431.63222178543
2024-08-14,25,Fear,517736.3747808747
2024-08-15,46,Neutral,536601.1717614556
2024-08-16,56,Greed,537519.0604675829
2024-08-17,71,Greed,589019.5886782041
2024-08-18,70,Greed,621039.4155185523
2024-08-19,66,Greed,591414.0758122172
2024-08-20,68,Greed,557030.1208091346
2024-08-21,72,Greed,576401.8641626628
2024-08-22,70,Greed,596110.3953622001
2024-08-23,70,Greed,585722.1152080481
2024-08-24,66,Greed,582489.3111456216
2024-08-25,67,Greed,587798.7121116094
2024-08-26,69,Greed,597420.3273336008
2024-08-27,67,Greed,565042.9933881777
2024-08-28,66,Greed,469281.6868133639
2024-08-29,65,Greed,493765.7492001294
2024-08-30,64,Greed,508337.221996528
2024-08-31,62,Greed,488339.5542945002
2024-09-01,60,Greed,534096.7540397883
2024-09-02,63,Greed,534094.7577066723
2024-09-03,64,Greed,517196.87833833095
2024-09-04,60,Greed,514282.64138561365
2024-09-05,52,Neutral,529184.7070689301
2024-09-06,46,Neutral,516508.28198523325
2024-09-07,46,Neutral,519823.309685417
2024-09-08,41,Fear,490874.8503602501
2024-09-09,36,Fear,460718.93350838614
2024-09-10,34,Fear,472043.57219141023
2024-09-11,29,Fear,471349.33300495613
2024-09-12,37,Fear,496257.52056130074
2024-09-13,20,Extreme Fear,483708.071910541
2024-09-14,28,Fear,505792.0290379722
2024-09-15,26,Fear,487970.20616514474
2024-09-16,22,Extreme Fear,478490.3613767045
2024-09-17,13,Extreme Fear,472290.652053625
2024-09-18,12,Extreme Fear,489082.0355010214
2024-09-19,20,Extreme Fear,476769.8303290972
2024-09-20,17,Extreme Fear,487383.37123085465
2024-09-21,9,Extreme Fear,498813.8302057262
2024-09-22,22,Extreme Fear,527970.6344330986
2024-09-23,20,Extreme Fear,500730.3093565464
2024-09-24,25,Fear,541473.8625571468
2024-09-25,24,Extreme Fear,554679.139462571
2024-09-26,33,Fear,556207.9607406214
2024-09-27,50,Neutral,600851.376494126
2024-09-28,44,Fear,502705.00351420906
2024-09-29,36,Fear,506035.3187479711
2024-09-30,41,Fear,542362.7700473104
2024-10-01,38,Fear,557635.2568744151
2024-10-02,33,Fear,546012.5381095669
2024-10-03,43,Fear,587219.1529640813
2024-10-04,44,Fear,587417.3840050873
2024-10-05,53,Neutral,613017.4736713696
2024-10-06,54,Neutral,581403.2901205213
2024-10-07,48,Neutral,580527.4748903183
2024-10-08,48,Neutral,585899.9953882482
2024-10-09,54,Neutral,561972.4421625255
2024-10-10,55,Neutral,595395.1562411805
2024-10-11,57,Greed,587872.6143777004
2024-10-12,56,Greed,596942.6743306622
2024-10-13,57,Greed,611912.7819167583
2024-10-14,50,Neutral,604438.6552082937
2024-10-15,50,Neutral,574146.8218766084
2024-10-16,63,Greed,634615.7880273457
2024-10-17,59,Greed,736993.5334227337
2024-10-18,61,Greed,788634.9463994484
2024-10-19,64,Greed,812031.6390656625
2024-10-20,66,Greed,804635.3882242324
2024-10-21,65,Greed,813134.0095162783
2024-10-22,61,Greed,792042.4163577107
2024-10-23,59,Greed,793517.0365138252
2024-10-24,63,Greed,731004.1447211368
2024-10-25,59,Greed,694361.4310549925
2024-10-26,54,Neutral,673425.2483624141
2024-10-27,49,Neutral,710775.1567173982
2024-10-28,61,Greed,725469.9496737599
2024-10-29,63,Greed,744661.9579326299
2024-10-30,67,Greed,702761.8729807959
2024-10-31,50,Neutral,637053.7302372992
2024-11-01,50,Neutral,642027.2157390235
2024-11-02,34,Fear,616889.2331578238
2024-11-03,42,Fear,606799.9019365297
2024-11-04,34,Fear,593477.254827004
2024-11-05,28,Fear,566822.5231609384
2024-11-06,28,Fear,563926.309332392
2024-11-07,26,Fear,574409.3250378546
2024-11-08,40,Fear,596065.4384738865
2024-11-09,31,Fear,573675.2989323351
2024-11-10,26,Fear,548670.3166095873
2024-11-11,29,Fear,565280.361168936
2024-11-12,22,Extreme Fear,559179.0459169255
2024-11-13,37,Fear,705985.7906655694
2024-11-14,54,Neutral,752297.0872096291
2024-11-15,49,Neutral,771318.0270536931
2024-11-16,38,Fear,773595.2206542632
2024-11-17,32,Fear,781060.5490668924
2024-11-18,26,Fear,814170.0504882756
2024-11-19,34,Fear,903963.8752369658
2024-11-20,34,Fear,881179.2920413517
2024-11-21,45,Neutral,949984.8959056984
2024-11-22,37,Fear,940776.6988564483
